"world","world","world"
"air","air","air"
"quality","qualiti","quality"
"report","report","report"
"worlds","world","worlds"
"top","top","top"
"polluted","pollut","polluted"
"cities","citi","cities"
"india","india","India"
"economically","econom","economically"
"developed","develop","developed"
"nations","nation","nations"
"air","air","air"
"pollution","pollut","pollution"
"italy","itali","Italy"
"poland","poland","Poland"
"top","top","top"
"list","list","list"
"european","european","European"
"countries","countri","countries"
"worst","worst","worst"
"air","air","air"
"quality","qualiti","quality"
"united","unit","united"
"city","citi","city"
"los","los","loci"
"angeles","angel","Angeles"
"california","california","California"
"smoggiest","smoggiest","smoggiest"
"city","citi","city"
"country","countri","country"
"indoor","indoor","indoor"
"air","air","air"
"pollution","pollut","pollution"
"air","air","air"
"pollution","pollut","pollution"
"smoke","smoke","smoke"
"factories","factori","factories"
"exhaust","exhaust","exhaust"
"vehicles","vehicl","vehicles"
"air","air","air"
"pollution","pollut","pollution"
"concern","concern","concern"
"indoors","indoor","indoors"
"naturally","natur","naturally"
"occurring","occur","occurring"
"radon","radon","radon"
"gasa","gasa","saga"
"cancer","cancer","cancer"
"causing","caus","causing"
"materialis","materiali","materials"
"released","releas","released"
"surface","surfac","surface"
"earth","earth","earth"
"build","build","build"
"homes","home","homes"
"tools","tool","tools"
"methods","method","methods"
"owners","owner","owners"
"reduce","reduc","reduce"
"radon","radon","radon"
"levels","level","levels"
"homes","home","homes"
"buildings","build","buildings"
"construction","construct","construction"
"materials","materi","materials"
"including","includ","including"
"insulation","insul","insulation"
"dangerous","danger","dangerous"
"human","human","human"
"health","health","health"
"addition","addit","addition"
"ventilation","ventil","ventilation"
"air","air","air"
"movement","movement","movement"
"homes","home","homes"
"lead","lead","lead"
"spread","spread","spread"
"toxic","toxic","toxic"
"mold","mold","mold"
"single","singl","single"
"colony","coloni","colony"
"mold","mold","mold"
"exist","exist","exist"
"damp","damp","damp"
"cool","cool","cool"
"house","hous","house"
"walls","wall","walls"
"mold","mold","mold"
"spores","spore","spores"
"enter","enter","enter"
"air","air","air"
"spread","spread","spread"
"house","hous","house"
"causing","caus","causing"
"breathes","breath","breathes"
"spores","spore","spores"
"sick","sick","sick"
"smoking","smoke","smoking"
"source","sourc","source"
"indoor","indoor","indoor"
"pollution","pollut","pollution"
"secondhand","secondhand","secondhand"
"smokebreathing","smokebreath","smoke breathing"
"smoke","smoke","smoke"
"cigarettecan","cigarettecan","cigarette can"
"raise","rais","raise"
"risk","risk","risk"
"lung","lung","lung"
"cancer","cancer","cancer"
"heating","heat","heating"
"house","hous","house"
"burning","burn","burning"
"substances","substanc","substances"
"kerosene","kerosen","kerosene"
"wood","wood","wood"
"coal","coal","coal"
"expose","expos","expose"
"residents","resid","residents"
"harmful","harm","harmful"
"smoke","smoke","smoke"
"people","peopl","people"
"suffer","suffer","suffer"
"sources","sourc","sources"
"fuel","fuel","fuel"
"women","women","women"
"children","children","children"
"low","low","low"
"middle","middl","middle"
"income","incom","income"
"countries","countri","countries"
"access","access","access"
"electricity","electr","electricity"
"fuels","fuel","fuels"
"expensive","expens","expensive"
"inaccessible","inaccess","inaccessible"
"effects","effect","effects"
"humans","human","humans"
"people","peopl","people"
"experience","experi","experience"
"wide","wide","wide"
"range","rang","range"
"health","health","health"
"effects","effect","effects"
"exposed","expos","exposed"
"air","air","air"
"pollution","pollut","pollution"
"effects","effect","effects"
"broken","broken","broken"
"short","short","short"
"term","term","term"
"effects","effect","effects"
"term","term","term"
"effects","effect","effects"
"short","short","short"
"term","term","term"
"effects","effect","effects"
"temporary","temporari","temporary"
"include","includ","include"
"illnesses","ill","illnesses"
"pneumonia","pneumonia","pneumonia"
"bronchitis","bronchiti","bronchitis"
"include","includ","include"
"discomfort","discomfort","discomfort"
"irritation","irrit","irritation"
"nose","nose","nose"
"throat","throat","throat"
"eyes","eye","eyes"
"skin","skin","skin"
"air","air","air"
"pollution","pollut","pollution"
"headaches","headach","headaches"
"dizziness","dizzi","dizziness"
"nausea","nausea","nausea"
"bad","bad","bad"
"smells","smell","smells"
"factories","factori","factories"
"garbage","garbag","garbage"
"sewer","sewer","sewer"
"systems","system","systems"
"considered","consid","considered"
"air","air","air"
"pollution","pollut","pollution"
"odors","odor","odors"
"unpleasant","unpleas","unpleasant"
"term","term","term"
"effects","effect","effects"
"air","air","air"
"pollution","pollut","pollution"
"entire","entir","entire"
"lifetime","lifetim","lifetime"
"lead","lead","lead"
"person","person","person"
"death","death","death"
"term","term","term"
"health","health","health"
"effects","effect","effects"
"air","air","air"
"pollution","pollut","pollution"
"include","includ","include"
"heart","heart","heart"
"disease","diseas","disease"
"lung","lung","lung"
"cancer","cancer","cancer"
"respiratory","respiratori","respiratory"
"disease","diseas","disease"
"emphysema","emphysema","emphysema"
"air","air","air"
"pollution","pollut","pollution"
"term","term","term"
"damage","damag","damage"
"people","peopl","people"
"nerves","nerv","nerves"
"brain","brain","brain"
"kidneys","kidney","kidneys"
"liver","liver","liver"
"organs","organ","organs"
"scientists","scientist","scientists"
"suspect","suspect","suspect"
"air","air","air"
"pollutants","pollut","pollutants"
"raise","rais","raise"
"risk","risk","risk"
"birth","birth","birth"
"defects","defect","defects"
"global","global","global"
"air","air","air"
"report","report","report"
"estimates","estim","estimates"
"worldwide","worldwid","worldwide"
"million","million","million"
"people","peopl","people"
"died","die","died"
"exposure","exposur","exposure"
"air","air","air"
"pollution","pollut","pollution"
"people","peopl","people"
"react","react","react"
"types","type","types"
"air","air","air"
"pollution","pollut","pollution"
"children","children","children"
"adultswhose","adultswhos","adults whose"
"immune","immun","immune"
"systems","system","systems"
"tend","tend","tend"
"weakerare","weakerar","weaker are"
"sensitive","sensit","sensitive"
"pollution","pollut","pollution"
"conditions","condit","conditions"
"asthma","asthma","asthma"
"heart","heart","heart"
"disease","diseas","disease"
"lung","lung","lung"
"disease","diseas","disease"
"worse","wors","worse"
"exposure","exposur","exposure"
"air","air","air"
"pollution","pollut","pollution"
"length","length","length"
"exposure","exposur","exposure"
"amount","amount","amount"
"type","type","type"
"pollutants","pollut","pollutants"
"factors","factor","factors"
"dangerous","danger","dangerous"
"kinds","kind","kinds"
"air","air","air"
"pollution","pollut","pollution"
"fine","fine","fine"
"particulate","particul","particulate"
"matter","matter","matter"
"ultrafine","ultrafin","ultra fine"
"particulate","particul","particulate"
"matter","matter","matter"
"particulate","particul","particulate"
"matter","matter","matter"
"mixture","mixtur","mixture"
"solid","solid","solid"
"particles","particl","particles"
"liquid","liquid","liquid"
"droplets","droplet","droplets"
"travel","travel","travel"
"air","air","air"
"smoke","smoke","smoke"
"diesel","diesel","diesel"
"engines","engin","engines"
"windblown","windblown","windblown"
"dust","dust","dust"
"dust","dust","dust"
"storms","storm","storms"
"wildfire","wildfir","wildfire"
"smoke","smoke","smoke"
"carries","carri","carries"
"dangerous","danger","dangerous"
"particulate","particul","particulate"
"matter","matter","matter"
"fine","fine","fine"
"particulate","particul","particulate"
"matter","matter","matter"
"ranges","rang","ranges"
"size","size","size"
"micrometers","micromet","micrometers"
"human","human","human"
"hair","hair","hair"
"roughly","rough","roughly"
"micrometers","micromet","micrometers"
"wide","wide","wide"
"ultrafine","ultrafin","ultra fine"
"particulate","particul","particulate"
"matter","matter","matter"
"measures","measur","measures"
"micrometers","micromet","micrometers"
"nanometers","nanomet","manometers"
"people","peopl","people"
"breathe","breath","breathe"
"smoke","smoke","smoke"
"dust","dust","dust"
"fine","fine","fine"
"ultrafine","ultrafin","ultra fine"
"particulate","particul","particulate"
"matter","matter","matter"
"enter","enter","enter"
"lungs","lung","lungs"
"travel","travel","travel"
"bloodstream","bloodstream","bloodstream"
"affect","affect","affect"
"major","major","major"
"organs","organ","organs"
"prolonged","prolong","prolonged"
"exposure","exposur","exposure"
"lead","lead","lead"
"illness","ill","illness"
"death","death","death"
"length","length","length"
"exposure","exposur","exposure"
"amount","amount","amount"
"type","type","type"
"pollutants","pollut","pollutants"
"deciding","decid","deciding"
"factors","factor","factors"
"effects","effect","effects"
"environment","environ","environment"
"people","peopl","people"
"animals","anim","animals"
"plants","plant","plants"
"entire","entir","entire"
"ecosystems","ecosystem","ecosystems"
"suffer","suffer","suffer"
"effects","effect","effects"
"air","air","air"
"pollution","pollut","pollution"
"sulfur","sulfur","sulfur"
"dioxide","dioxid","dioxide"
"nitrogen","nitrogen","nitrogen"
"oxide","oxid","oxide"
"particles","particl","particles"
"air","air","air"
"create","creat","create"
"acid","acid","acid"
"rain","rain","rain"
"mix","mix","mix"
"water","water","water"
"oxygen","oxygen","oxygen"
"atmosphere","atmospher","atmosphere"
"air","air","air"
"pollutants","pollut","pollutants"
"power","power","power"
"plants","plant","plants"
"motor","motor","motor"
"vehicles","vehicl","vehicles"
"burn","burn","burn"
"fossil","fossil","fossil"
"fuels","fuel","fuels"
"acid","acid","acid"
"rain","rain","rain"
"falls","fall","falls"
"earth","earth","earth"
"damages","damag","damages"
"plants","plant","plants"
"changing","chang","changing"
"soil","soil","soil"
"composition","composit","composition"
"degrades","degrad","degrades"
"water","water","water"
"quality","qualiti","quality"
"rivers","river","rivers"
"lakes","lake","lakes"
"streams","stream","streams"
"harms","harm","harms"
"crops","crop","crops"
"buildings","build","buildings"
"monuments","monument","monuments"
"decay","decay","decay"
"air","air","air"
"pollution","pollut","pollution"
"directly","direct","directly"
"contaminate","contamin","contaminate"
"surface","surfac","surface"
"bodies","bodi","bodies"
"water","water","water"
"soil","soil","soil"
"damage","damag","damage"
"crops","crop","crops"
"reduce","reduc","reduce"
"yield","yield","yield"
"harm","harm","harm"
"trees","tree","trees"
"plants","plant","plants"
"air","air","air"
"pollution","pollut","pollution"
"directly","direct","directly"
"damage","damag","damage"
"buildings","build","buildings"
"pollutants","pollut","pollutants"
"sulfur","sulfur","sulfur"
"dioxide","dioxid","dioxide"
"break","break","break"
"stone","stone","stone"
"materials","materi","materials"
"humans","human","humans"
"animals","anim","animals"
"suffer","suffer","suffer"
"health","health","health"
"effects","effect","effects"
"exposure","exposur","exposure"
"air","air","air"
"pollution","pollut","pollution"
"disease","diseas","disease"
"dna","dna","DNA"
"damage","damag","damage"
"harm","harm","harm"
"reproductive","reproduct","reproductive"
"systems","system","systems"
"animals","anim","animals"
"attributed","attribut","attributed"
"air","air","air"
"pollution","pollut","pollution"
"air","air","air"
"pollution","pollut","pollution"
"affects","affect","affects"
"visibility","visibl","visibility"
"environment","environ","environment"
"haze","haze","haze"
"smog","smog","smog"
"visible","visibl","visible"
"type","type","type"
"air","air","air"
"pollution","pollut","pollution"
"obscures","obscur","obscures"
"shapes","shape","shapes"
"colors","color","colors"
"global","global","global"
"warming","warm","warming"
"global","global","global"
"warminga","warminga","warming"
"phenomenon","phenomenon","phenomenon"
"caused","caus","caused"
"anthropogenic","anthropogen","anthropocentric"
"air","air","air"
"pollutionrefers","pollutionref","pollution refers"
"rising","rise","rising"
"air","air","air"
"ocean","ocean","ocean"
"temperatures","temperatur","temperatures"
"world","world","world"
"due","due","due"
"increase","increas","increase"
"greenhouse","greenhous","greenhouse"
"gas","gas","gas"
"emissions","emiss","emissions"
"human","human","human"
"activities","activ","activities"
"greenhouse","greenhous","greenhouse"
"gasses","gass","gasses"
"trap","trap","trap"
"heat","heat","heat"
"energy","energi","energy"
"earths","earth","earths"
"atmosphere","atmospher","atmosphere"
"greenhouse","greenhous","greenhouse"
"effect","effect","effect"
"planet","planet","planet"
"stays","stay","stays"
"warm","warm","warm"
"humans","human","humans"
"life","life","life"
"survive","surviv","survive"
"human","human","human"
"activities","activ","activities"
"releasing","releas","releasing"
"gasses","gass","gasses"
"atmosphere","atmospher","atmosphere"
"causing","caus","causing"
"earths","earth","earths"
"temperature","temperatur","temperature"
"rise","rise","rise"
"humans","human","humans"
"rely","reli","rely"
"burning","burn","burning"
"fossil","fossil","fossil"
"fuels","fuel","fuels"
"power","power","power"
"vehicles","vehicl","vehicles"
"heat","heat","heat"
"homes","home","homes"
"run","run","run"
"factories","factori","factories"
"cost","cost","cost"
"polluting","pollut","polluting"
"air","air","air"
"carbon","carbon","carbon"
"dioxide","dioxid","dioxide"
"energy","energi","energy"
"consumption","consumpt","consumption"
"including","includ","including"
"heat","heat","heat"
"electricity","electr","electricity"
"generation","generat","generation"
"biggest","biggest","biggest"
"source","sourc","source"
"greenhouse","greenhous","greenhouse"
"gas","gas","gas"
"emissions","emiss","emissions"
"transportation","transport","transportation"
"manufacturing","manufactur","manufacturing"
"construction","construct","construction"
"major","major","major"
"pollution","pollut","pollution"
"sources","sourc","sources"
"greenhouse","greenhous","greenhouse"
"gasses","gass","gasses"
"emitted","emit","emitted"
"natural","natur","natural"
"anthropogenic","anthropogen","anthropocentric"
"sources","sourc","sources"
"include","includ","include"
"methane","methan","methane"
"nitrous","nitrous","nitro us"
"oxide","oxid","oxide"
"fluorinated","fluorin","fluoridated"
"gasses","gass","gasses"
"methane","methan","methane"
"major","major","major"
"emission","emiss","emission"
"coal","coal","coal"
"mines","mine","mines"
"agricultural","agricultur","agricultural"
"processes","process","processes"
"nitrous","nitrous","nitro us"
"oxide","oxid","oxide"
"common","common","common"
"emission","emiss","emission"
"industrial","industri","industrial"
"factories","factori","factories"
"agriculture","agricultur","agriculture"
"burning","burn","burning"
"fossil","fossil","fossil"
"fuels","fuel","fuels"
"cars","car","cars"
"fluorinated","fluorin","fluoridated"
"gasses","gass","gasses"
"hydrofluorocarbons","hydrofluorocarbon","hydro fluorocarbons"
"emitted","emit","emitted"
"industry","industri","industry"
"fluorinated","fluorin","fluoridated"
"gasses","gass","gasses"
"gasses","gass","gasses"
"chlorofluorocarbons","chlorofluorocarbon","chlorofluorocarbons"
"cfcs","cfcs","cf cs"
"cfcs","cfcs","cf cs"
"outlawed","outlaw","outlawed"
"deplete","deplet","deplete"
"ozone","ozon","ozone"
"layer","layer","layer"
"global","global","global"
"warming","warm","warming"
"air","air","air"
"pollution","pollut","pollution"
"natural","natur","natural"
"sources","sourc","sources"
"worse","wors","worse"
"earth","earth","earth"
"hotter","hotter","hotter"
"drier","drier","drier"
"wildfires","wildfir","wildfires"
"frequent","frequent","frequent"
"occurrences","occurr","occurrences"
"worldwide","worldwid","worldwide"
"bringing","bring","bringing"
"hazardous","hazard","hazardous"
"smoke","smoke","smoke"
"experiencing","experienc","experiencing"
"desertification","desertif","desertification"
"meaning","mean","meaning"
"hot","hot","hot"
"dry","dri","dry"
"deserts","desert","deserts"
"resulted","result","resulted"
"sandstorms","sandstorm","sandstorms"
"send","send","send"
"sand","sand","sand"
"dust","dust","dust"
"air","air","air"
"worlds","world","worlds"
"greenhouse","greenhous","greenhouse"
"gas","gas","gas"
"emissions","emiss","emissions"
"handful","hand","handful"
"regions","region","regions"
"top","top","top"
"list","list","list"
"china","china","china"
"united","unit","united"
"india","india","India"
"european","european","European"
"union","union","union"
"eu","eu","EU"
"regulation","regul","regulation"
"worldwide","worldwid","worldwide"
"countries","countri","countries"
"steps","step","steps"
"combat","combat","combat"
"global","global","global"
"warming","warm","warming"
"reducing","reduc","reducing"
"limiting","limit","limiting"
"air","air","air"
"pollution","pollut","pollution"
"greenhouse","greenhous","greenhouse"
"gas","gas","gas"
"emissions","emiss","emissions"
"paris","pari","pairs"
"agreement","agreement","agreement"
"signed","sign","signed"
"nations","nation","nations"
"nation","nation","nation"
"committed","commit","committed"
"adopting","adopt","adopting"
"laws","law","laws"
"reduce","reduc","reduce"
"air","air","air"
"pollution","pollut","pollution"
"emit","emit","emit"
"world","world","world"
"health","health","health"
"organization","organ","organization"
"issued","issu","issued"
"air","air","air"
"quality","qualiti","quality"
"guidelines","guidelin","guidelines"
"set","set","set"
"stricter","stricter","stricter"
"limits","limit","limits"
"amount","amount","amount"
"air","air","air"
"pollution","pollut","pollution"
"people","peopl","people"
"safely","safe","safely"
"exposed","expos","exposed"
"guidelines","guidelin","guidelines"
"recommend","recommend","recommend"
"limits","limit","limits"
"particulate","particul","particulate"
"matter","matter","matter"
"ozone","ozon","ozone"
"nitrogen","nitrogen","nitrogen"
"dioxide","dioxid","dioxide"
"sulfur","sulfur","sulfur"
"dioxide","dioxid","dioxide"
"air","air","air"
"pollutants","pollut","pollutants"
"eu","eu","EU"
"revising","revis","revising"
"air","air","air"
"quality","qualiti","quality"
"standards","standard","standards"
"align","align","align"
"closely","close","closely"
"whos","whos","show"
"recommendations","recommend","recommendations"
"method","method","method"
"countries","countri","countries"
"reduce","reduc","reduce"
"emissions","emiss","emissions"
"industrial","industri","industrial"
"activity","activ","activity"
"called","call","called"
"cap","cap","cap"
"trade","trade","trade"
"cap","cap","cap"
"limit","limit","limit"
"amount","amount","amount"
"pollution","pollut","pollution"
"company","compani","company"
"allowed","allow","allowed"
"emit","emit","emit"
"companies","compani","companies"
"exceed","exceed","exceed"
"cap","cap","cap"
"pay","pay","pay"
"companies","compani","companies"
"pollute","pollut","pollute"
"cap","cap","cap"
"trade","trade","trade"
"sell","sell","sell"
"remaining","remain","remaining"
"pollution","pollut","pollution"
"allowance","allow","allowance"
"companies","compani","companies"
"cap","cap","cap"
"trade","trade","trade"
"essentially","essenti","essentially"
"pays","pay","pays"
"companies","compani","companies"
"limit","limit","limit"
"pollution","pollut","pollution"
"eu","eu","EU"
"mexico","mexico","Mexico"
"california","california","California"
"cap","cap","cap"
"trade","trade","trade"
"programs","program","programs"
"effect","effect","effect"
"india","india","India"
"experimenting","experi","experimenting"
"cost","cost","cost"
"based","base","based"
"system","system","system"
"designed","design","designed"
"reduce","reduc","reduce"
"particulate","particul","particulate"
"air","air","air"
"pollution","pollut","pollution"
"gujarat","gujarat","Gujarat"
"launched","launch","launched"
"pollution","pollut","pollution"
"control","control","control"
"market","market","market"
"trading","trade","trading"
"particulate","particul","particulate"
"matter","matter","matter"
"emissions","emiss","emissions"
"businesses","busi","businesses"
"emit","emit","emit"
"particulate","particul","particulate"
"matter","matter","matter"
"buy","buy","buy"
"permits","permit","permits"
"emit","emit","emit"
"heaviest","heaviest","heaviest"
"polluters","pollut","polluters"
"pay","pay","pay"
"reduction","reduct","reduction"
"steps","step","steps"
"reduce","reduc","reduce"
"air","air","air"
"pollution","pollut","pollution"
"simple","simpl","simple"
"lives","live","lives"
"taking","take","taking"
"public","public","public"
"transportation","transport","transportation"
"riding","ride","riding"
"bike","bike","bike"
"traveling","travel","traveling"
"gasoline","gasolin","gasoline"
"diesel","diesel","diesel"
"powered","power","powered"
"vehicles","vehicl","vehicles"
"couple","coupl","couple"
"reduce","reduc","reduce"
"air","air","air"
"pollution","pollut","pollution"
"air","air","air"
"pollution","pollut","pollution"
"reduction","reduct","reduction"
"measures","measur","measures"
"include","includ","include"
"taking","take","taking"
"fewer","fewer","fewer"
"airplanes","airplan","airplanes"
"travel","travel","travel"
"lights","light","lights"
"eating","eat","eating"
"meat","meat","meat"
"fast","fast","fast"
"downwindersthe","downwindersth","thundershower"
"united","unit","united"
"conducted","conduct","conducted"
"tests","test","tests"
"nuclear","nuclear","nuclear"
"weapons","weapon","weapons"
"nevada","nevada","Nevada"
"test","test","test"
"site","site","site"
"southern","southern","southern"
"nevada","nevada","Nevada"
"tests","test","tests"
"invisible","invis","invisible"
"radioactive","radioact","radioactive"
"particles","particl","particles"
"atmosphere","atmospher","atmosphere"
"air","air","air"
"pollution","pollut","pollution"
"particles","particl","particles"
"traveled","travel","traveled"
"wind","wind","wind"
"currents","current","currents"
"eventually","eventu","eventually"
"falling","fall","falling"
"earth","earth","earth"
"hundreds","hundr","hundreds"
"miles","mile","miles"
"including","includ","including"
"idaho","idaho","Idaho"
"utah","utah","Utah"
"arizona","arizona","Arizona"
"washington","washington","Washington"
"considered","consid","considered"
"downwind","downwind","downwind"
"nevada","nevada","Nevada"
"test","test","test"
"site","site","site"
"decades","decad","decades"
"people","peopl","people"
"living","live","living"
"downwind","downwind","downwind"
"areascalled","areascal","areas called"
"downwinders","downwind","down winders"
"developing","develop","developing"
"cancer","cancer","cancer"
"normal","normal","normal"
"rates","rate","rates"
"government","govern","government"
"passed","pass","passed"
"radiation","radiat","radiation"
"exposure","exposur","exposure"
"compensation","compens","compensation"
"act","act","act"
"law","law","law"
"entitles","entitl","entitles"
"downwinders","downwind","down winders"
"payments","payment","payments"
"fast","fast","fast"
"greenhouse","greenhous","greenhouse"
"gasesthere","gasesther","gases there"
"major","major","major"
"greenhouse","greenhous","greenhouse"
"gases","gase","gases"
"earth","earth","earth"
"atmosphere","atmospher","atmosphere"
"fast","fast","fast"
"london","london","London"
"smogwhat","smogwhat","smog what"
"london","london","London"
"smog","smog","smog"
"smog","smog","smog"
"day","day","day"
"incident","incid","incident"
"sickened","sicken","sickened"
"people","peopl","people"
"caused","caus","caused"
"deaths","death","deaths"
"cold","cold","cold"
"weather","weather","weather"
"december","decemb","December"
"led","led","led"
"residents","resid","residents"
"london","london","London"
"england","england","England"
"burn","burn","burn"
"coal","coal","coal"
"warm","warm","warm"
"smoke","smoke","smoke"
"pollutants","pollut","pollutants"
"trapped","trap","trapped"
"thick","thick","thick"
"fog","fog","fog"
"settled","settl","settled"
"city","citi","city"
"polluted","pollut","polluted"
"fog","fog","fog"
"thick","thick","thick"
"people","peopl","people"
"meters","meter","meters"
"front","front","front"
"audio","audio","audio"
"illustrations","illustr","illustrations"
"photos","photo","photos"
"videos","video","videos"
"credited","credit","credited"
"beneath","beneath","beneath"
"media","media","media"
"asset","asset","asset"
"promotional","promot","promotional"
"images","imag","images"
"link","link","link"
"page","page","page"
"media","media","media"
"credit","credit","credit"
"rights","right","rights"
"holder","holder","holder"
"media","media","media"
"person","person","person"
"credited","credit","credited"
"november","novemb","November"
"information","inform","information"
"user","user","user"
"permissions","permiss","permissions"
"read","read","read"
"terms","term","terms"
"service","servic","service"
"questions","question","questions"
"cite","cite","cite"
"website","websit","website"
"project","project","project"
"classroom","classroom","classroom"
"presentation","present","presentation"
"contact","contact","contact"
"teacher","teacher","teacher"
"preferred","prefer","preferred"
"format","format","format"
"reach","reach","reach"
"page","page","page"
"title","titl","title"
"url","url","URL"
"date","date","date"
"accessed","access","accessed"
"resource","resourc","resource"
"media","media","media"
"asset","asset","asset"
"downloadable","download","downloadable"
"download","download","download"
"button","button","button"
"appears","appear","appears"
"corner","corner","corner"
"media","media","media"
"viewer","viewer","viewer"
"button","button","button"
"appears","appear","appears"
"download","download","download"
"save","save","save"
"media","media","media"
"text","text","text"
"page","page","page"
"printable","printabl","printable"
"terms","term","terms"
"service","servic","service"
"interactives","interact","interactive"
"page","page","page"
"played","play","played"
"visiting","visit","visiting"
"website","websit","website"
"download","download","download"
"interactives","interact","interactive"
"national","nation","national"
"geographic","geograph","geographic"
"headquarters","headquart","headquarters"
"street","street","street"
"nw","nw","NW"
"washington","washington","Washington"
"dc","dc","dc"
"national","nation","national"
"geographic","geograph","geographic"
"society","societi","society"
"organization","organ","organization"
"national","nation","national"
"geographic","geograph","geographic"
"society","societi","society"
"rights","right","rights"
"reserved","reserv","reserved"
